actor,cast_ranking,character,episode_name
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Michelle Hurd,Dann Florek,Wilson Jermaine Heredia,John Benjamin Hickey,Carole Shelley,Isabel Gillies,Kent Broadhurst,Marc John Jefferies,Alex Draper,Nancy Ticotin,Patricia Cook,Jeffrey Scaperrotta,Tibor Feldman,Peter Francis James,Dennis Paladino,Joseph Edward,Tanya Alexander,Julian Michael Caiazzo,Greg Esposito,Brian Guzman,Robert Jason Jackson,Bruce Birns,Steven Lee Merkel,Anton Nadler,Jerry D. O'Donnell,Barbara Tirrell,Terri Douglas,Frank Anello,Ray Wineteer,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Monique Jeffries,Donald Cragen,Evan,Assistant District Attorney,Judge Pamela Mizener,Kathy Stabler,Larry Holt,Jonathan,Larry Holt Jr.,Evan's Mother,Elizabeth Stabler,Dickie Stabler,Oslow,Judge Kevin Beck,Video Store Owner,Jonathan's Father,Single Mom,Evan Age 8,Ricky,Taylor Campbell,Grocer,P.D. Lawyer,Clerk,Evan Age 15,Officer Tulia,Judge Rothman,NYPD Officer,Victims Neighbor,Opening Announcer",Nocturne
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Michelle Hurd,Dann Florek,Andrew McCarthy,Reiko Aylesworth,Kelly Bishop,Mary Lou Rosato,Harvey Atkin,Evelyn Furtak,Lance Reddick,Michael Kelly,Audra McDonald,Susan Floyd,Layla Alexander,Kirsten Sans,Natacha Roi,Dyanne Iandoli,Albert Makhtsier,Deirdre Lovejoy,Sharon Washington,Peter Giles,Mark H. Dold,Lynn Sellers,Craig Wroe,Robert Carroll,Leith M. Burke,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Monique Jeffries,Donald Cragen,Randolph Morrow,A.D.A. Erica Alden,Registrar,Constanta Condrescu,Judge Alan Ridenour,Waitress,Dr. Taylor,Vet Tech Barry,Audrey Jackson,Mrs. Morrow,Ilena,Lab Tech Felicia Young,Lindsay Haver,Tamara Morrow,Mircha Gabrea,Hernandez,Dr. Benedict,Peter Haver,Reservations Agent,Louise,James Woodrow,Balloon Vendor,Orderly,NYPD Officer,Opening Announcer",Slaves
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Michelle Hurd,Dann Florek,Adam Kaufman,Stephanie March,Gerry Bamman,Isabel Gillies,Erin Broderick,John Driver,Paul Wesley,Lance Reddick,Nathan Wetherington,J.K. Simmons,John Doman,Laura Regan,Lauren Kressel,Michael X. Martin,Christopher Wynkoop,Geoffrey Ewing,Denise Burse,Albert Bigelow,Suzanne Grodner,Michael Hollick,T.J. Kenneally,John E. Mack,Elizabeth Martin,Curtis Holbrook,Frank Anello,Ice-T,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Monique Jeffries,Donald Cragen,Michael Goren,Alexandra Cabot,Craig Prince,Kathy Stabler,Maureen Stabler,Police Commissioner Lyle Morris,Danny Burrell,Dr. Taylor,Jason Sloan,Dr. Emil Skoda,Munch's Informant,Denise Sandler,Student #2,Principal Dietz,Local Police Officer,Ralph Noble,Counselor Scheider,Ryan Witherspoon,Teacher,Coach,PD Eisendrath,Policeman #1,School Secretary,Student #1,NYPD Officer,Odafin Tutuola,Opening Announcer",Wrong Is Right
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Anil Kumar,Aasif Mandvi,Firdous Bamji,Julian Gamble,John Speredakos,Tom O'Rourke,Tom Tammi,James McCauley,Susham Bedi,Harvey Atkin,James Murtaugh,Marshall Manesh,J.K. Simmons,Jennifer Hall,Frank Girardeau,Kirsten Sans,Tim Kirkpatrick,Welly Yang,Tony Hoty,Tony Ray Rossi,Lou Martini Jr.,Jeff Branson,Jeanne Lehman,Brooke Delaney,Tanya Berezin,French Napier,Danny Burstein,Ralph Nieves,Michael Patterson,Giovanni Sanseviero,Michael Kaycheck,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Jaleel Amir,Professor Husseini,Daoud Tarzi,Mr. Post,Ross Campo,Judge Mark Seligman,Deputy Commissioner,Park Precinct Officer,Aziza Amir,Judge Alan Ridenour,Mr. Gibson,Saleh Amir,Dr. Emil Skoda,Annette Fleming,Tomas,Lab Tech Felicia Young,Walson,CSU Technician Georgie,Hollander,Security Chief,Paramedic #1,Chris Lyons,Mrs. Weinberger,Jury Foreman,Professor Halbersham,Paramedic #2,Mr. Brookfield,Examiner,David Lyons,CSU Tech #1,Court Clerk,NYPD Officer,Opening Announcer",Honor
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Tracy Pollan,Neil Maffin,Evy O'Rourke,Ned Eisenberg,Peter Davies,Doris Belack,Tom O'Rourke,Stina Nielsen,Rob Bartlett,Bob Freschi,Tonye Patano,Polly Adams,Jerry Mayer,Amy Redford,Eliza Pryor Nagel,Sian Heder,Ron McClary,Stephen Peabody,Carlo Vogel,Kirby Mitchell,Damon K. Sperber,Daniel Travis,Erik Lautier,Zachary Knower,William H. Burns,Frank Anello,Rachel Oliva,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Harper Anderson,Kenneth Cleary,Meredith Cleary,Rothberg,Cleary's Boss,Judge Margaret Barry,Judge Mark Seligman,Lori Thatcher,Milton Schoenfeld,Clerk,Ann,Mrs. Walton,George,Susan Welch,Mona Sharpe,Joyce Rich,SVU Detective Hammad,Colson,Billy,Suspect Three,Suspect Five,Suspect One,Suspect Two,Adams,Lynch,NYPD Officer,Harper's Sister,Opening Announcer",Closure: Part 2
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Jennifer Dundas,Yancey Arias,Joanna Merlin,Paul Michael Valley,Jean De Baer,Skye McCole Bartusiak,Kevin Gray,Adam Zolotin,Michelle Hurst,J.K. Simmons,Don Sparks,Brian Keane,Craig Wroe,Divina Cook,Nicole Lewis,Ann McDonough,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Jamie McKenna,Denny Corea,Judge Lena Petrovsky,Randall McKenna,Lois Huntington,Jennifer,Henry Abidin,Justin McKenna,ACS Social Worker,Dr. Emil Skoda,Doorman,Dr. Peters,James Woodrow,Mrs. Fergus,Admitting Nurse,Mrs. Dunlap,NYPD Officer,Opening Announcer",Legacy
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Nicolas Salgado,Carlos Leon,Josh Pais,Sara Ramirez,Robert Montano,Gloria Irizarry,LaChanze,Leslie Ayvazian,Brian Adam DeJesus,Carolyn McCormick,Jeffrey DeMunn,Jaliyl Lynn,Donovon Ian H. McKnight,Gene Canfield,Patricia Rae,Ira Hawkins,Gilbert Cruz,Daniel Roman,David S. Jung,Tracy Howe,Sidné Anderson,James Villani,Jim Iorio,Frank Lombardi,Vanessa Quijas,Ming Lee,Maria-Elena Mestayer,John Hartmann,Sasha Toro,Ron Bohmer,Antonio D. Charity,Wendy Barrie-Wilson,Michelle Ragusa,Dan Remmes,Giovanni Lopes,Frank Anello,Renee Fishman,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Elias Barrera,Nicky Crow,Robert Sorenson,Mrs. Barrera,Mr. Barrera,Dorothea Strada,Ms. Pivik,Judge Susan Valdera,Rafael McCreary,Dr. Elizabeth Olivet,Charlie Phillips,Jamal Morales,T.J.,Detective Geary,Sonia Paredes,Judge,Magazine Vendor,Tony Calas,Tech,Uniform,Lorena Jackson,Bobby Cruise,Ballistics Tech,Officer Larabe,Reyna McCreary,Kyung Kwon,Mrs. Ortiz,Clerk,Rosario,Dr. Randall Forbes,Man in Crowd,Dr. Elise Heath,Reporter #1,Reporter #2,Sweetness,NYPD Officer,School Guidance Counselor,Opening Announcer",Baby Killer
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Kevin Breznahan,Kathleen Chalfant,Danny Mastrogiorgio,William Youmans,Tamara Tunie,Laura Esterman,Tom O'Rourke,Maryann Urbano,J.K. Simmons,Byron Jennings,Helen Hanft,Tony Campisi,Chris Ceraso,Lou Bonacki,Michelle Daimer,Michael Pemberton,Jamie Gustis,Perri Gaffney,Philip Hoffman,Frank Lombardi,John Plumpis,David Titus,Welly Yang,Kennley Noble,Ajay Mehta,Frank Anello,Anne Lockhart,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Mark Nash,Mrs. Nash,Earl Miller,/,Gilmore,Ben Moreland,Dr. Melinda Warner,Mrs. Sandomir,Judge Mark Seligman,Dr. Klein,Dr. Emil Skoda,Matt Wooding,Mrs. Billings,Gary Wheeler,Sanitation Manager,Alvin Maddox,Dawn Denoon,Deputy Warden,Gourmet Shop Clerk,Receptionist,Doctor #1,Policeman #1,Doctor #3,Clerk,CSU Technician Georgie,Homeless Man,Doctor #2,NYPD Officer,Policewoman,Opening Announcer",Noncompliance
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Michelle Hurd,Ice-T,Stephanie March,Dann Florek,Nestor Serrano,Kevin O'Rourke,Joanna Merlin,John Ramsey,Dylan Price,Peter Francis James,Jerome Preston Bates,Tom Tammi,Amy Carlson,Mario Mendoza,Mark Lotito,Brennan Brown,Victor Verhaeghe,Meryl Goodfader,John Hartmann,Paul Stolarsky,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Monique Jeffries,Odafin Tutuola,Alexandra Cabot,Donald Cragen,Sergeant Lloyd Andrews,Sam Tiffany,Judge Lena Petrovsky,Judge Walter Schreiber,Detective Danny Tatum,Judge Kevin Beck,Officer Clarkson,Deputy Commissioner,Patricia Andrews,IAB Det. Santiago,IAB Det. Howard,Brendan Walsh,Officer Powell,Clerk #1,Clerk #2,Cyrus Parker,NYPD Officer,Opening Announcer",Asunder
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Jenna Lamia,Derek Cecil,Tim Hopper,Harvey Atkin,Bill Winkler,Nealy Glenn,Richard Ziman,Brian Connors,Craig Braun,Ismail Bashey,Louis Carbonneau,Michelle Daimer,Rick Lohman,Randy Cherkas,Amanda Diaz,Susan Rollman,Steven Mark Friedman,Damon DiMarco,Jeff Woodman,Michael Kell,Keri Setaro,Frank Anello,Len Annucci,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Siobhan Miller,Russell Ramsay,Terry Wilde,Judge Alan Ridenour,Beau Miller,Patricia Ann Miller,Winston,Mr. Tupper,Alan Thorpe,Dr. Dhar,CSU Technician,Ramsay PD,Hotel Manager,Linch,Receptionist,Plaza Clerk Terry Wilde,Thorpe Attorney,Officer Thomason,Fitzpatrick,Oscar,Shelly Leevak,NYPD Officer,Ballroom Party Guest,Opening Announcer",Taken
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Kate Mara,Armand Schultz,Tamara Tunie,Barbara Garrick,Blythe Auffarth,Steven Marcus,Peyton List,Courtney Jines,Philip Casnoff,Elaine Bromka,Richard M. Davidson,Julia McNeal,Terry Layman,Ariel Arce,Welly Yang,Fidel Vicioso,Daniel Stewart,Alba Oms,Gregory Porter Miller,Frank Bonsangue,Noah Bean,Tom Cappadona,B.J. Crosby,Antone Pagán,Frank Anello,Erin Broderick,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Lori,Kyle Hubert,Dr. Melinda Warner,Hannah's Mother,Amanda,Willie Maxwell,Patsy,Hannah Miller,Ilya Korska,Nancy Meyerson,Sterner,Ann Brice,Martin Meyerson,Danielle,CSU Technician Georgie,Detective Reynolds,Jewelry Salesman,Mrs. Pappas,Sanitation Worker #1,Sanitation Man,Shoe Store Clerk,Apt. Manager,Ruth Jay,Water Vendor,NYPD Officer,Maureen Stabler,Opening Announcer",Pixies
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Tammy Blanchard,Chris Beetem,Marika Dominczyk,Michelle Monaghan,Robin Paul,Matt Kautz,Elizabeth Hendrickson,Lee Brock,Mark La Mura,Zak Orth,Welly Yang,Michael Hobbs,Craig Wroe,Alton Fitzgerald White,Richard Topol,Mary B. McCann,Emily Loesser,Brian Keane,David S. Jung,Pilar Witherspoon,Mark Goldbaum,Joe Gonzalez,Jen Drohan,Kevin Thomas Conroy,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Kelly D'Leah,Joe Templeton Jr.,Tess Michner,Dana Kimble,Jodie Tomlinson,Hank Ludlow,Mindy Schumacher,Geraldine Richter,Templeton's Attorney,Wally Parkers,CSU Technician Georgie,Joe Templeton Sr.,James Woodrow,Nick Monroe,Harry the Vagrant,Attorney Wilkerson,Nurse,Dr. Peters,Chemist Lockhart,Officer Owens,Instructor,Matt Stein,Female Jogger,Male Jogger,NYPD Officer,Opening Announcer",Consent
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Christine Andreas,Tamara Tunie,Michael Weaver,Babo Harrison,Francesca Faridany,Leslie Ayvazian,Carolyn McCormick,Hayden Panettiere,Amy Bouril,Teresa Yenque,Craig Wroe,Ryan Woodring,Timur Kocak,Allen Fitzpatrick,Bill Fairbairn,Ben Epps,Brian Cahill,Christopher Burns,James Weston,Fiddle Viracola,Carole Troll,Paul Tiesler,Peter Samuel,Josh Prince,Michael Phelan,LaTonya Borsay,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Ricki Austin,Dr. Melinda Warner,David Russo,Connie,Sarah,Judge Susan Valdera,Dr. Elizabeth Olivet,Ashley Austin Black,Holly,Housekeeper,James Woodrow,Dr. Mandolar,Heavy Hitter #1,Dr. Safford,Heavy Hitter #3,Officer Grant,Uniform Policeman,Officer Hall,Edwards,Mrs. Rogueford,Mrs. Laughlin,Corbin,Parsons,Heavy Hitter #2,Seth,Marianne Weston,NYPD Officer,Opening Announcer",Abuse
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Suzzanne Douglas,Dean Nolen,Neko Parham,Tamara Tunie,Joanna Merlin,Mark Pinter,Saidah Arrika Ekulona,Tom Bloom,Jeff McCarthy,Daniel McDonald,Cynthia Vance,Harry S. Murphy,Omar Scroggins,Frank Deal,Robert Patrick Brink,Chevi Colton,Lawrence Nathanson,Frduah Boateng,Clark Jackson,Deirdre Lovejoy,Louis Carbonneau,Sophina Brown,Frank Anello,Francis Callahan,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Principal,Philip Montrose,Ethan Chance,Dr. Melinda Warner,Judge Lena Petrovsky,Jordan Owens,Ethan's Mother,Dr. Bennett Alston,Mr. Matthews,Dr. Byron Marks,Hostess,Brian Denker,Marcus Cole,Don Newvine,Host,Mrs. Cutler,Jimmy the Super,Kevin,Safety Officer,Hernandez,CSU Tech Martin,Mrs. Williams,NYPD Officer,Sex Club Patron,Opening Announcer",Secrets
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Eric Roberts,Ann Dowd,Rosemarie DeWitt,Sylva Kelegian,Phyllis Somerville,Jay Alan Christianson,Robert Sedgwick,José Ramón Rosario,Louis Carbonneau,Susan Pellegrino,Tony Cucci,Stacey Lynn Brass,Troy Caylak,Ellen Horst,Brianna Steinhilber,Joe Bacino,Myk Watford,Pearce Bunting,Joe Pacheco,Linda Hazel Humes,Rasheeda Sampson,Krista Marie Bonura,Terri Douglas,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Sam Winfield,Louise Durning,Gloria Palmera,Lindsay Branson,Mrs. Moss,Trent Wills,James Campbell,Mario Tomassi,CSU Tech Martin,Dr. Weddington,Erik Pullham,Sabrina Milton,Morgue Attendant,Virginia Koehler,Corrine Wilson,Det. Dalton,Paul Cormick,Josh Branson,Earl Zito,Receptionist,Mother,Wendy Campbell,NYPD Officer,Opening Announcer",Victims
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Khandi Alexander,James Hanlon,Jason Kolotouros,Sam Coppola,Dominic Fumusa,Chris McKinney,Scott Sowers,Brian O'Neill,Isiah Whitlock Jr.,Brennan Brown,Liam Craig,E.J. Carroll,Sandra Daley,P.J. Marshall,P.J. Morrison,Daniel Pearce,Ray Robertson,Kirsten Sans,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Sgt. Karen Smythe,Officer Austin Bates,Officer Mitch Murray,Uncle Sammy,IAB Lieutenant Coates,Officer Michael Towne,IAB Detective Waldman,Chief Sullivan,Todd Smythe,Bates's Attorney,A.D.A. David Goreman,Ronnie,Marina Garza,Homeless Suspect,Uniform Policeman,Attorney Egan,Homeless Man #1,Lab Tech Felicia Young,NYPD Officer,Opening Announcer",Paranoia
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Jim Gaffigan,Debbon Ayer,Isabel Gillies,Joanna Merlin,Andrea Bowen,Jonathan Fried,Dylan Price,Ray Iannicelli,Lisa Roberts Gillan,Patricia Cook,Jeffrey Scaperrotta,Jeffrey DeMunn,Ann Talman,Ted Sutton,Thomas Schall,Kia Goodwin,Uzi Parnes,Kristin Rohde,Johnathan McClain,Christine Toy Johnson,Ramsey Faragallah,Frank Deal,Louis Carbonneau,Brian Cahill,Rafael Ferrer,Timothy Shew,Tracie Higgins,Kent Cassella,Alicia Sedwick,Lisa Summerour,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Oliver Tunney,Mrs. Douglas,Kathy Stabler,Judge Lena Petrovsky,Sophie Douglas,Clayton Mills,Detective Danny Tatum,Saul,Mrs. Simmons,Elizabeth Stabler,Dickie Stabler,Charlie Phillips,Mrs. Lehr,Robert,Dawson,Shari,Joe Hayes,Queens Detective Becker,Isaac Yarbrough,Dr. Anderson,Market Owner,Don Newvine,CSU Tech Martin,Uniform Policeman,Det. Trainor,Charles Guzek,Mrs. Guzek,Det. Palmieri,Sheila,Defense Attorney Dylan,NYPD Officer,Opening Announcer",Countdown
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Michelle Hurd,Stephanie March,Ice-T,Dann Florek,Sean Nelson,Kelly Karbacz,Reg Flowers,Anna Holbrook,Kristin Griffith,Baird Wallace,David Anzuelo,Dan Ziskie,Lance Reddick,Scott Sowers,Darrell Hammond,Jared Ryan,David Matalon,Kent Cassella,Chet Carlin,Al Roffe,Kevin Elden,Joey Franquinha,Effie Johnson,Louis Martinez,Margie Lee Michaels,Louis Cantarini,Martha Thimmesch,Brett Berg,Evy O'Rourke,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Monique Jeffries,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Tito Frank,Jill Foster,Lance Kanick,Lorna Frankel,Mrs. Foster,Jill's Brother,ESU Lieutenant,Sgt. Frank Foster,Dr. Taylor,IAB Detective Waldman,Ted Bolger,Will,Editor,Edmond Love,Doorman,Vendor,Policeman,Teen #1,Trudy,Ronnie,Receptionist,Gary,IAB Detective #2,Club Kid,Last Mother,NYPD Officer,Opening Announcer",Runaway
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Eddie Cahill,Simon Jones,J. Tucker Smith,Linda Stephens,Marguerite MacIntyre,Darien Sills-Evans,Rick Holmes,J.K. Simmons,Patricia Kalember,Susan Stahnke,Lee Bryant,Stuart Zagnit,Mark Zimmerman,Leo V. Finnie III,Mercedes Herrero,Todd Williams,Colin Egglesfield,Debra Eisenstadt,Jason Harris,Amanda Naughton,Jeff Robins,Greg Stuhr,Stephen Bienskie,Corey W. Allen,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Tommy Dowd,Darien Marshall,Gary Sutton,Mrs. Dowd,Darlene Sutton,CSU Tech Foster,James Coe,Dr. Emil Skoda,Leslie DeSantis,Hotel Manager,Claudia Baines Marshall,Harrison Barnett,Attorney Katz,Bartender Joe,Sarah Dolan,Uniform #1,Steven,Lab Tech Ellen Matthews,Leo the Photographer,Lisa the Bride,Bartender Bill,Uniform Policeman #2,Ira The Groom,Gregory Moore,NYPD Officer,Opening Announcer",Folly
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Adam LeFevre,R.E. Rodgers,Dan Frazer,Mike Dooly,Charlotte Maier,Anna Belknap,Robin Morse,Paddy Croft,Tom Alan Robbins,Joshua Harto,Meg Hartig,Jesse Shafer,Dennis Predovic,Brian Delate,Robert Westenberg,Nancy McDoniel,Tom Malloy,Thomas L. Bolster,Paul Sparks,Lou Sumrall,Luther Creek,Jerry Walsh,Andrew Elvis Miller,Ed Bogdanowicz,Robert Prescott,David S. Jung,Anita Flanagan,Larry Cahn,Marc Forget,Curtis Nichouls,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Walden Falls Police Chief Walker,Darryl Kern,Canadian Judge,ATF Agent Gus Stone,Officer Cheryl Baxter,Sarah Kimmel,Ms. Michaelson,Aunt Mary,Ed Kushner,Cell Technician,Annie Tassler,Medic,Olive,McCartney,Col. Marsden,Secretary,Ryder,Sergeant Pierce,Marty Potter /             Marvin Posen,Frank Taggart,Elmo Figgs,Manager,Butch,ESU #1,Jordan Boggs,Tech,Walden Falls County Coroner,Dom Boquist,Thomas Picard,Court Sketch Artist,NYPD Officer,Opening Announcer",Manhunt
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Mili Avital,Lance Reddick,Victor Steinbach,Michele Pawk,Matt Servitto,Melissa Bowen,Gary Basaraba,Michael Berresse,Neal Benari,Peter Van Wagner,Elza Zagreda,Yuka Takara,Jillian Stacom,Carol Schneider,Manu Narayan,Samuel Maupin,Jerome Le Page,Jon Krupp,Stacy Highsmith,Marcia Haufrecht,Scott Andrew Harrison,Steve Harper,Joseph Vincent Gay,Michael Creo,Andrea Burns,Lili Bordán,Irén Bordán,Ezra Barnes,Guy Ale,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Ava Parulis /             Irina Parulis,Dr. Taylor,Razvan Toscu,Valentina Bilescu,Dr. Brad Stanton,Pam Stanton,George Burton,Matt Sloane,Dr. Lowenstein,Al Shipley,Svetlana,Mahlin Amis,Julia Burton,Mrs. Sawyer,Henry,Mr. Sawyer,Paul Amis,Walt,Aide,Mrs. Varella,Worker #2,Forensic Geologist,Reynolds,Worker #1,Teacher,Oksana Parulis,Theresa,Jack Greenwalt,Davia,NYPD Officer,Opening Announcer",Parasites
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Margot Kidder,Bruce MacVittie,Tamara Tunie,Doris Belack,Harvey Atkin,Terry Alexander,Rob Bartlett,BD Wong,Chad Lowe,Keesha Sharp,Martin Kildare,Elizabeth Canavan,Barbara Marineau,Robert Turano,Randy Lewis,Bruno Iannone,Louis Carbonneau,John Hartmann,Bruce Smolanoff,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Grace Mayberry,Mr. Tandy,Dr. Melinda Warner,Judge Margaret Barry,Judge Alan Ridenour,Security Supervisor,Milton Schoenfeld,Dr. George Huang,Jason Mayberry,Charlene,Malcolm Sanderson,Elizabeth Steele,Maid,Sergeant Fuller,CSU Technician #2,Mr. Reynolds,CSU Tech Martin,Clerk,Greg Spector,NYPD Officer,Opening Announcer",Pique
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Karen Allen,David Chandler,Joanna Merlin,Tamara Tunie,Kevin O'Rourke,Donna Mitchell,Tom O'Rourke,Brian O'Neill,Jim Weston,BD Wong,Richard Thomas,Cortez Nance Jr.,Frank Deal,Liza Lapira,Tasha Lawrence,Rosalind Brown,Anthony Spina,Kes Kwansa,Kofi Boakye,Jack McCormack,Bobby J. Brown,David Roya,Louis Carbonneau,Floyd Resnick,Kent Cassella,Bernadette Quigley,Sourabh Chatt,George T. Odom,Nick Freni,Jason Furlani,John Hartmann,John E. Mack,Frank Anello,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Paula Varney,Malcolm Hunt,Judge Lena Petrovsky,Dr. Melinda Warner,Sam,Mrs. Lindberg,Judge Mark Seligman,Chief Sullivan,Quentin Lindberg,Dr. George Huang,Daniel Varney,Koenig,Don Newvine,Rebecca Chang,Honey the Hooker,Sally,Street Vendor,Kabral N'Cuma,Sekou Obeng,Captain Molloy,Uniformed Officer #1,Joey,CSU Tech Martin,Crowd Member #1,Det. Palmieri,Jean Weston,Souvenir Shop Owner,Foreman,Morales,Norman Fredricks,Clerk,Uniform #2,NYPD Officer,Opening Announcer",Scourge
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Stephanie March,Ice-T,Dann Florek,Amy Irving,Brian Kerwin,Shirley Knight,Kelly Hutchinson,Blythe Auffarth,Tamara Tunie,José Zúñiga,Joanna Merlin,Sarah Hyland,Cheryl Alexander,Tom O'Rourke,Ron Leibman,BD Wong,George Hearn,Jim Frangione,Steven Mark Friedman,Louis Carbonneau,Opal Alladin,Tom Verri,Frank Anello,Brian Connors,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Alexandra Cabot,Odafin Tutuola,Donald Cragen,Rebecca Ramsey,Evan Ramsey,Dr. Wharton,Meghan Ramsey,Jody Ramsey,Dr. Melinda Warner,Computer Forensics Technician,Judge Lena Petrovsky,Lily Ramsey,Judge Mark Seligman,Stan Villani,Dr. George Huang,Charles Southerland,Richard Weiss,Attorney Wilmington,CSU Tech Martin,Marina,Uniformed Police Officer,NYPD Officer,Executive /             Insurance Actuary,Opening Announcer",Repression
